hostname,sy_pnum,st_rad,st_mass
GJ 486,1,0.328,0.323
GJ 504,1,NA,1.22
GJ 504,1,NA,NA
GJ 508.2,1,0.53,0.54
GJ 514,1,0.5,0.51
GJ 536,2,0.507819,0.50573
GJ 536,2,0.529,0.528
GJ 536,2,0.5,0.52
GJ 536,2,0.529,0.528
GJ 581,3,0.329702,0.310747
GJ 581,3,0.29,0.31
GJ 581,3,0.302,0.295
GJ 581,3,0.29,0.31
GJ 581,3,NA,NA
GJ 581,3,0.329702,0.310747
GJ 581,3,0.315254,0.318714
GJ 581,3,0.329702,0.310747
GJ 581,3,0.29,0.31
GJ 581,3,0.315254,0.318714
GJ 581,3,NA,NA
GJ 581,3,0.329702,0.310747
GJ 581,3,0.302,0.295
GJ 581,3,0.302,0.295
GJ 581,3,0.329702,0.310747
GJ 581,3,NA,NA
GJ 581,3,0.29,0.31
GJ 581,3,0.329702,0.310747
GJ 625,1,0.31,0.3
GJ 649,1,0.501728,0.529834
GJ 649,1,0.5,0.51
GJ 649,1,NA,0.54
GJ 667 C,5,NA,NA
GJ 667 C,5,NA,NA
GJ 667 C,5,NA,NA
GJ 667 C,5,NA,NA
GJ 667 C,5,NA,0.33
GJ 667 C,5,NA,NA
GJ 667 C,5,NA,NA
GJ 667 C,5,NA,NA
GJ 667 C,5,NA,0.33
GJ 667 C,5,NA,0.33
GJ 667 C,5,NA,0.33
GJ 667 C,5,NA,0.33
GJ 674,1,NA,0.35
GJ 676 A,4,NA,NA
GJ 676 A,4,NA,0.626
GJ 676 A,4,NA,NA
GJ 676 A,4,0.69,0.73
GJ 676 A,4,NA,0.71
GJ 676 A,4,NA,NA
GJ 676 A,4,NA,0.626
GJ 676 A,4,NA,0.626
GJ 676 A,4,NA,0.71
GJ 676 A,4,NA,NA
GJ 676 A,4,NA,0.626
GJ 676 A,4,NA,0.71
GJ 676 A,4,NA,NA
GJ 680,1,NA,0.456
GJ 682,2,NA,0.27
GJ 682,2,NA,0.27
GJ 685,1,0.54,0.55
GJ 687,2,0.397371,0.417834
GJ 687,2,0.43,0.45
GJ 687,2,NA,0.4
GJ 687,2,0.4183,0.413
GJ 687,2,NA,0.4
GJ 720 A,1,0.56,0.57
GJ 724,1,0.52226,0.5271
GJ 740,1,0.56,0.58
GJ 806,2,0.4144,0.413
GJ 806,2,0.43,NA
GJ 806,2,0.4144,0.413
GJ 832,1,0.441557,0.437474
GJ 832,1,NA,0.4491
GJ 832,1,0.48,0.45
GJ 832,1,NA,0.45
GJ 832,1,NA,0.45
GJ 832,1,NA,0.45
GJ 849,2,NA,0.49
GJ 849,2,NA,0.49
GJ 849,2,NA,0.49
GJ 849,2,0.53,0.65
GJ 849,2,0.468458,0.495859
GJ 849,2,0.463912,0.461286
GJ 849,2,0.45,0.45
GJ 849,2,NA,0.49
GJ 849,2,0.45,0.45
GJ 849,2,0.468458,0.495859
GJ 86,1,NA,0.8
GJ 86,1,NA,0.77
GJ 86,1,0.77,0.93
GJ 876,4,NA,0.334
GJ 876,4,0.352224,0.336778
GJ 876,4,0.352224,0.336778
GJ 876,4,0.352224,0.336778
GJ 876,4,0.367,0.369607
GJ 876,4,NA,0.37
GJ 876,4,NA,NA
GJ 876,4,0.352224,0.336778
GJ 876,4,0.3,0.32
GJ 876,4,NA,0.37
GJ 876,4,0.352224,0.336778
GJ 876,4,0.3,0.32
GJ 876,4,0.352224,0.336778
GJ 876,4,0.367,0.369607
GJ 876,4,0.352224,0.336778
GJ 876,4,NA,0.334
GJ 876,4,NA,0.334
GJ 876,4,NA,0.37
GJ 876,4,0.3,0.32
GJ 876,4,0.352224,0.336778
GJ 876,4,0.352224,0.336778
GJ 876,4,0.352224,0.336778
GJ 876,4,0.367,0.369607
GJ 876,4,0.3,0.32
GJ 876,4,NA,0.37
GJ 876,4,0.352224,0.336778
GJ 887,4,0.468,0.495
GJ 887,4,NA,NA
GJ 887,4,0.4712,0.489
GJ 887,4,0.4712,0.489
GJ 887,4,NA,NA
GJ 887,4,0.468,0.495
GJ 887,4,0.468,0.495
GJ 887,4,0.468,0.495
GJ 896 A,1,NA,0.43599
GJ 900 A,1,NA,1.08
GJ 9066,1,0.164,0.15
GJ 9066,1,NA,0.15
GJ 9404,1,NA,0.62
GJ 96,1,NA,0.6
GJ 9689,1,0.57,0.59
GJ 9714,1,NA,0.67
GJ 9773,1,0.362,0.358
GJ 9827,3,0.579,0.593
GJ 9827,3,0.58,0.62
GJ 9827,3,0.622,0.637
GJ 9827,3,0.602,0.606
GJ 9827,3,0.651,0.659
GJ 9827,3,0.613,0.614
GJ 9827,3,0.63,NA
GJ 9827,3,0.602,0.606
GJ 9827,3,0.5994,0.606
GJ 9827,3,0.651,0.659
GJ 9827,3,0.622,0.637
GJ 9827,3,0.579,0.593
GJ 9827,3,0.613,0.614
GJ 9827,3,0.58,0.62
GJ 9827,3,0.651,0.659
GJ 9827,3,0.602,0.606
GJ 9827,3,0.651,0.659
GJ 9827,3,0.602,0.606
GJ 9827,3,0.602,0.606
GJ 9827,3,0.651,0.659
GJ 9827,3,0.613,0.614
GJ 9827,3,0.58,0.62
GJ 9827,3,0.622,0.637
GJ 9827,3,0.602,0.606
GJ 9827,3,0.579,0.593
GJ 9827,3,0.58,0.62
GPX-1,1,1.6008,NA
GPX-1,1,1.56,1.68
GPX-1,1,NA,NA
GQ Lup,1,1.94153,NA
GQ Lup,1,NA,0.7
GSC 06214-00210,1,0.90484,0.694
GSC 06214-00210,1,NA,0.6
GSC 06214-00210,1,NA,0.9
GSC 06214-00210,1,NA,0.9
GU Psc,1,NA,0.325
Gaia-1,1,0.952,0.949
Gaia-1,1,0.962287,NA
Gaia-2,1,1.064,1
Gaia-2,1,1.08783,NA
Gaia-4,1,0.624,0.644
Gaia-5,1,0.345,0.339
Gaia22dkvL,1,NA,1.077
Gaia22dkvL,1,NA,1.046
Gaia22dkvL,1,NA,1.145
Gaia22dkvL,1,NA,1.157
Gaia22dkvL,1,NA,1.05
Gaia22dkvL,1,NA,1.288
Gaia22dkvL,1,NA,1.273
Gl 378,1,0.56,0.56
Gl 410,1,0.543,0.55
Gl 49,1,0.511,0.515
Gl 686,1,0.42,0.42
Gl 686,1,0.427,0.426
Gl 686,1,0.427,0.426
Gl 725 A,1,0.351,0.33
Gliese 12,1,0.269427,NA
Gliese 12,1,0.2617,0.2414
Gliese 12,1,0.269,0.241
Gliese 12,1,0.265,0.255
HAT-P-1,1,1.15,1.12
HAT-P-1,1,NA,NA
HAT-P-1,1,1.17839,1.126
HAT-P-1,1,1.135,1.133
HAT-P-1,1,1.174,1.151
HAT-P-1,1,1.115,1.133
HAT-P-1,1,1.15,1.12
HAT-P-1,1,1.112,1.134
HAT-P-1,1,NA,NA
HAT-P-1,1,1.18,NA
HAT-P-1,1,NA,NA
HAT-P-1,1,NA,NA
HAT-P-1,1,1.135,1.133
HAT-P-1,1,1.135,1.133
HAT-P-1,1,1.17839,1.126
HAT-P-1,1,1.135,1.133
HAT-P-11,2,0.765,0.829
HAT-P-11,2,0.76,NA
HAT-P-11,2,0.765,0.829
HAT-P-11,2,0.742,0.786
HAT-P-11,2,0.74,0.81
HAT-P-11,2,0.765,0.829
HAT-P-11,2,0.75,0.81
HAT-P-11,2,NA,0.811
HAT-P-11,2,0.76,0.86
HAT-P-11,2,0.74,NA
HAT-P-11,2,0.75,NA
HAT-P-11,2,0.695,0.812
HAT-P-11,2,0.75,0.81
HAT-P-11,2,0.759854,0.77
HAT-P-11,2,NA,NA
HAT-P-11,2,0.763,0.83
HAT-P-11,2,0.759854,0.77
HAT-P-11,2,0.77,0.88
HAT-P-11,2,0.75,0.81
HAT-P-11,2,NA,NA
HAT-P-11,2,0.683,0.809
HAT-P-11,2,NA,0.81
HAT-P-11,2,0.683,0.809
HAT-P-11,2,NA,0.809
HAT-P-11,2,NA,0.811
HAT-P-11,2,0.74,NA
HAT-P-11,2,NA,NA
HAT-P-12,1,0.7,NA
HAT-P-12,1,0.701,0.733
HAT-P-12,1,0.679,0.691
HAT-P-12,1,0.703594,0.74
HAT-P-12,1,0.703594,0.74
HAT-P-12,1,0.701,0.733
HAT-P-12,1,0.701,0.733
HAT-P-12,1,NA,NA
HAT-P-12,1,0.7,0.73
HAT-P-12,1,NA,0.733
HAT-P-12,1,0.701,0.73
HAT-P-12,1,0.701,0.733
HAT-P-12,1,NA,NA
HAT-P-12,1,0.701,0.733
HAT-P-12,1,0.701,0.733
HAT-P-13,2,1.56,1.22
HAT-P-13,2,1.82744,NA
HAT-P-13,2,NA,NA
HAT-P-13,2,NA,NA
HAT-P-13,2,NA,NA
HAT-P-13,2,1.56,1.22
HAT-P-13,2,NA,1.32
HAT-P-13,2,NA,NA
HAT-P-13,2,1.56,1.22
HAT-P-13,2,1.756,1.32
HAT-P-13,2,NA,NA
HAT-P-13,2,1.756,1.32
HAT-P-13,2,1.56,1.22
HAT-P-13,2,1.56,1.22
HAT-P-13,2,NA,NA
HAT-P-13,2,NA,1.32
HAT-P-13,2,1.756,1.32
HAT-P-14,1,1.53,1.32
HAT-P-14,1,NA,1.418
HAT-P-14,1,1.591,1.418
HAT-P-14,1,1.54522,1.433
HAT-P-14,1,1.82,2.65
HAT-P-14,1,1.468,1.386
HAT-P-14,1,1.55,NA
HAT-P-14,1,1.468,1.386
HAT-P-14,1,NA,NA
HAT-P-14,1,1.468,1.386
HAT-P-14,1,NA,NA
HAT-P-14,1,1.468,1.386
HAT-P-14,1,1.468,1.386
HAT-P-15,1,0.895095,NA
HAT-P-15,1,NA,NA
HAT-P-15,1,1.07,1
HAT-P-15,1,1.08,1.013
HAT-P-15,1,NA,1.013
HAT-P-15,1,1.08,1.013
HAT-P-15,1,1.092,1.02
HAT-P-15,1,1.08,1.013
HAT-P-16,1,NA,1.2
HAT-P-16,1,1.237,1.218
HAT-P-16,1,NA,NA
HAT-P-16,1,1.158,1.216
HAT-P-16,1,1.237,1.218
HAT-P-16,1,1.237,1.218
HAT-P-16,1,1.237,1.218
HAT-P-16,1,NA,NA
HAT-P-16,1,NA,NA
HAT-P-16,1,NA,1.218
HAT-P-16,1,NA,NA
HAT-P-16,1,NA,NA
HAT-P-16,1,1.24,NA
HAT-P-17,2,0.838,0.857
HAT-P-17,2,0.87,0.99
HAT-P-17,2,NA,0.857
HAT-P-17,2,0.837,0.857
HAT-P-17,2,0.838682,0.92
HAT-P-17,2,0.838,0.857
HAT-P-17,2,0.84,NA
HAT-P-17,2,0.84,0.88
HAT-P-17,2,0.86,0.886
HAT-P-17,2,NA,NA
HAT-P-17,2,0.838,0.857
HAT-P-17,2,0.838682,0.92
HAT-P-17,2,0.838,0.857
HAT-P-17,2,0.837,0.857
HAT-P-18,1,0.740113,0.773
HAT-P-18,1,0.717,0.77
HAT-P-18,1,NA,0.77
HAT-P-18,1,0.740113,NA
HAT-P-18,1,0.749,0.77
HAT-P-18,1,0.749,0.77
HAT-P-18,1,0.740113,0.773
HAT-P-18,1,NA,NA
HAT-P-18,1,0.749,0.77
HAT-P-18,1,NA,NA
HAT-P-18,1,0.749,0.77
HAT-P-18,1,0.749,0.77
HAT-P-19,1,0.82,0.842
HAT-P-19,1,0.795696,NA
HAT-P-19,1,0.773,0.807
HAT-P-19,1,0.82,0.842
HAT-P-19,1,0.82,0.842
HAT-P-19,1,0.795696,0.831
HAT-P-19,1,0.82,0.842
HAT-P-19,1,NA,NA
HAT-P-2,2,1.474,1.298
HAT-P-2,2,1.64,1.36
HAT-P-2,2,1.506,1.308
HAT-P-2,2,1.7,NA
HAT-P-2,2,1.68,1.279
HAT-P-2,2,NA,1.36
HAT-P-2,2,1.71,1.93
HAT-P-2,2,1.506,1.308
HAT-P-2,2,1.64,1.36
HAT-P-2,2,1.416,1.298
HAT-P-2,2,1.39,1.33
HAT-P-2,2,NA,1.33
HAT-P-2,2,NA,NA
HAT-P-2,2,1.39,1.33
HAT-P-2,2,NA,NA
HAT-P-2,2,NA,NA
HAT-P-2,2,NA,NA
HAT-P-2,2,NA,1.33
HAT-P-20,1,0.694,0.756
HAT-P-20,1,NA,0.756
HAT-P-20,1,0.678271,0.73
HAT-P-20,1,0.6796,0.742
HAT-P-20,1,0.68,NA
HAT-P-20,1,NA,NA
HAT-P-20,1,0.694,0.756
HAT-P-20,1,0.694,0.756
HAT-P-20,1,NA,NA
HAT-P-20,1,0.694,0.756
HAT-P-21,1,1.21,1.24
HAT-P-21,1,1.248,0.998
HAT-P-21,1,1.105,0.947
HAT-P-21,1,1.26,NA
HAT-P-21,1,NA,NA
HAT-P-21,1,1.21,1.24
HAT-P-21,1,1.105,0.947
HAT-P-21,1,1.105,0.947
HAT-P-22,1,1.062,0.936
HAT-P-22,1,1.04,NA
HAT-P-22,1,NA,NA
HAT-P-22,1,1.04,0.916
HAT-P-22,1,1.11,1.13
HAT-P-22,1,NA,0.916
HAT-P-22,1,NA,NA
HAT-P-22,1,1.04,0.916
HAT-P-22,1,1.04,0.916
HAT-P-22,1,1.04,0.916
HAT-P-22,1,NA,NA
HAT-P-23,1,NA,NA
HAT-P-23,1,1.203,1.13
HAT-P-23,1,NA,NA
HAT-P-23,1,1.15176,NA
HAT-P-23,1,1.203,1.13
HAT-P-23,1,0.96,0.58
HAT-P-23,1,1.089,1.104
HAT-P-23,1,NA,NA
HAT-P-23,1,1.29,1.13
HAT-P-23,1,1.203,1.13
HAT-P-23,1,1.203,1.13
HAT-P-24,1,1.38,1.37
HAT-P-24,1,NA,NA
HAT-P-24,1,1.317,1.191
HAT-P-24,1,1.41886,NA
HAT-P-24,1,1.317,1.191
HAT-P-24,1,1.317,1.191
HAT-P-24,1,NA,NA
HAT-P-24,1,1.317,1.191
HAT-P-24,1,NA,1.191
HAT-P-24,1,1.322,1.191
HAT-P-25,1,0.907682,0.993
HAT-P-25,1,0.959,1.01
HAT-P-25,1,0.919,1.012
HAT-P-25,1,0.959,1.01
HAT-P-25,1,NA,NA
HAT-P-25,1,0.907682,NA
HAT-P-25,1,0.959,1.01
HAT-P-25,1,0.959,1.01
HAT-P-26,1,NA,0.816
HAT-P-26,1,0.788,0.816
HAT-P-26,1,NA,NA
HAT-P-26,1,0.788,0.816
HAT-P-26,1,0.788,0.816
HAT-P-26,1,0.788,0.816
HAT-P-26,1,0.859778,NA
HAT-P-26,1,0.859778,0.846
HAT-P-26,1,0.87,1.12
HAT-P-26,1,0.916,0.796
HAT-P-27,1,0.87,0.92
HAT-P-27,1,0.864673,0.916
HAT-P-27,1,0.898,0.945
HAT-P-27,1,0.898,0.945
HAT-P-27,1,0.864673,0.916
HAT-P-27,1,NA,NA
HAT-P-27,1,0.898,0.945
HAT-P-27,1,0.864673,NA
HAT-P-28,1,1.103,1.025
HAT-P-28,1,1.103,1.025
HAT-P-28,1,1.04613,NA
HAT-P-28,1,1.103,1.025
HAT-P-28,1,1.103,1.025
HAT-P-29,1,NA,NA
HAT-P-29,1,1.224,1.207
HAT-P-29,1,1.224,1.207
HAT-P-29,1,1.224,1.207
HAT-P-29,1,1.237,1.199
HAT-P-29,1,1.23052,NA
HAT-P-29,1,1.23052,1.141
HAT-P-29,1,NA,1.207
HAT-P-29,1,1.3,1.45
HAT-P-29,1,1.224,1.207
HAT-P-29,1,1.272,1.206
HAT-P-3,1,0.833,0.928
HAT-P-3,1,0.87,0.9
HAT-P-3,1,0.87,1.06
HAT-P-3,1,0.85,0.925
HAT-P-3,1,0.85,NA
HAT-P-3,1,0.82,NA
HAT-P-3,1,0.833,0.928
HAT-P-3,1,0.824,0.936
HAT-P-3,1,0.799,0.917
HAT-P-3,1,0.833,0.928
HAT-P-3,1,0.833,0.928
HAT-P-3,1,0.8,0.92
HAT-P-3,1,NA,NA
HAT-P-3,1,NA,NA
HAT-P-3,1,0.834,NA
HAT-P-30,1,1.215,1.242
HAT-P-30,1,NA,NA
HAT-P-30,1,NA,NA
HAT-P-30,1,1.215,1.242
HAT-P-30,1,1.31,1.55
HAT-P-30,1,1.33,NA
HAT-P-30,1,1.215,1.242
HAT-P-30,1,1.215,1.242
HAT-P-30,1,1.34004,NA
HAT-P-30,1,NA,1.242
HAT-P-31,1,NA,NA
HAT-P-31,1,1.36,1.218
HAT-P-31,1,NA,1.218
HAT-P-31,1,1.46701,1.153
HAT-P-31,1,1.36,1.218
HAT-P-31,1,1.39,1.31
HAT-P-31,1,1.46701,NA
HAT-P-31,1,1.39,1.31
HAT-P-31,1,1.36,1.218
HAT-P-32,1,NA,NA
HAT-P-32,1,1.219,1.16
HAT-P-32,1,NA,NA
HAT-P-32,1,1.219,1.16
HAT-P-32,1,1.26304,NA
HAT-P-32,1,1.219,NA
HAT-P-32,1,1.367,1.132
HAT-P-32,1,1.19,1.09
HAT-P-32,1,NA,1.16
HAT-P-32,1,1.219,1.16
HAT-P-32,1,1.219,1.16
HAT-P-32,1,NA,NA
HAT-P-32,1,1.219,1.16
HAT-P-33,1,1.637,1.375
HAT-P-33,1,1.79,1.82
HAT-P-33,1,1.637,1.375
HAT-P-33,1,NA,1.38
HAT-P-33,1,1.637,1.375
HAT-P-33,1,1.637,1.375
HAT-P-33,1,NA,NA
HAT-P-33,1,1.91,NA
HAT-P-33,1,1.67,NA
HAT-P-34,1,1.535,1.392
HAT-P-34,1,1.53,1.392
HAT-P-34,1,NA,1.392
HAT-P-34,1,1.73,4.26
HAT-P-34,1,1.56954,1.336
HAT-P-34,1,1.53,1.392
HAT-P-34,1,NA,NA
HAT-P-34,1,1.45,1.36
HAT-P-34,1,NA,NA
HAT-P-34,1,1.57,NA
HAT-P-34,1,1.535,1.392
HAT-P-35,1,1.35672,1.18
HAT-P-35,1,1.35672,NA
HAT-P-35,1,1.435,1.236
HAT-P-35,1,NA,NA
HAT-P-35,1,3.82,23.56
HAT-P-35,1,1.435,1.236
HAT-P-35,1,1.435,1.236
HAT-P-36,1,1.096,1.022
HAT-P-36,1,NA,NA
HAT-P-36,1,1.041,1.03
HAT-P-36,1,1.041,1.03
HAT-P-36,1,1.041,1.03
HAT-P-36,1,1.096,1.022
HAT-P-36,1,1.108,1.049
HAT-P-36,1,1.096,1.022
HAT-P-36,1,1.096,1.022
HAT-P-36,1,1.07,NA
HAT-P-36,1,1,0.78
HAT-P-37,1,NA,NA
HAT-P-37,1,0.877,0.929
HAT-P-37,1,0.867368,NA
HAT-P-37,1,0.877,0.929
HAT-P-37,1,0.877,0.929
HAT-P-37,1,0.887,NA
HAT-P-37,1,0.877,0.929
HAT-P-38,1,0.923,0.886
HAT-P-38,1,1.00936,NA
HAT-P-38,1,1.00936,0.881
HAT-P-38,1,0.923,0.886
HAT-P-38,1,NA,NA
HAT-P-38,1,0.923,0.886
HAT-P-38,1,0.923,0.886
HAT-P-39,1,1.74624,NA
HAT-P-39,1,1.625,1.404
HAT-P-39,1,1.625,1.404
HAT-P-39,1,1.625,1.404
HAT-P-4,1,1.59,1.26
HAT-P-4,1,1.596,1.248
HAT-P-4,1,1.596,1.248
HAT-P-4,1,1.596,1.248
HAT-P-4,1,1.596,1.248
HAT-P-4,1,1.6,1.271
HAT-P-4,1,1.602,1.26
HAT-P-4,1,NA,1.26
HAT-P-4,1,1.6,NA
HAT-P-4,1,1.617,0.556
HAT-P-4,1,NA,NA
HAT-P-4,1,1.59,1.26
HAT-P-40,1,2.206,1.512
HAT-P-40,1,2.09465,NA
HAT-P-40,1,NA,NA
HAT-P-40,1,2.206,1.512
HAT-P-40,1,1.94,1.03
HAT-P-40,1,2.206,1.512
HAT-P-40,1,2.206,1.512
HAT-P-41,1,1.65082,NA
HAT-P-41,1,1.683,1.418
HAT-P-41,1,1.683,1.418
HAT-P-41,1,1.683,1.418
HAT-P-41,1,1.683,1.418
HAT-P-41,1,1.19,1.28
HAT-P-41,1,1.683,1.418
HAT-P-41,1,2.05,2.56
HAT-P-42,1,1.53,1.178
HAT-P-42,1,1.41374,NA
HAT-P-42,1,1.53,1.178
HAT-P-42,1,1.41374,1.059
HAT-P-42,1,NA,NA
HAT-P-42,1,1.53,1.178
HAT-P-42,1,1.53,1.178
HAT-P-43,1,NA,NA
HAT-P-43,1,1.103,1.048
HAT-P-43,1,1.103,1.048
HAT-P-43,1,1.103,1.048
HAT-P-43,1,1.103,1.048
HAT-P-43,1,1.1062,1.01
HAT-P-43,1,1.11,NA
HAT-P-43,1,1.08,1.03
HAT-P-44,2,1.033,0.86
HAT-P-44,2,1.03,NA
HAT-P-44,2,0.949,0.942
HAT-P-44,2,0.949,0.942
HAT-P-44,2,NA,NA
HAT-P-44,2,0.949,0.942
HAT-P-44,2,0.949,0.942
HAT-P-45,1,1.319,1.259
HAT-P-45,1,1.319,1.259
HAT-P-45,1,1.45054,NA
HAT-P-45,1,NA,NA
HAT-P-45,1,1.45054,0.99
HAT-P-45,1,1.319,1.259
HAT-P-46,1,1.396,1.284
HAT-P-46,1,NA,NA
HAT-P-46,1,1.39514,NA
HAT-P-46,1,1.39514,1.763
HAT-P-46,1,1.396,1.284
HAT-P-49,1,1.833,NA
HAT-P-49,1,2.06,2.22
HAT-P-49,1,1.833,1.543
HAT-P-49,1,1.833,1.543
HAT-P-49,1,1.833,1.543
HAT-P-49,1,1.96,NA
HAT-P-49,1,1.833,1.543
HAT-P-49,1,NA,NA
HAT-P-5,1,1.165,1.157
HAT-P-5,1,1.12,1.04
HAT-P-5,1,NA,NA
HAT-P-5,1,1.12956,NA
HAT-P-5,1,NA,NA
HAT-P-5,1,NA,NA
HAT-P-5,1,1.167,1.16
HAT-P-5,1,1.137,1.163
HAT-P-5,1,NA,NA
HAT-P-5,1,1.12,1.04
HAT-P-5,1,1.12,1.04
HAT-P-50,1,NA,NA
HAT-P-50,1,1.698,1.273
HAT-P-50,1,1.698,1.273
HAT-P-50,1,1.698,1.273
HAT-P-50,1,1.698,1.273
HAT-P-50,1,1.72958,NA
HAT-P-50,1,1.698,1.273
HAT-P-51,1,1.041,0.976
HAT-P-51,1,1.041,0.976
HAT-P-51,1,1.00689,NA
HAT-P-51,1,1.041,0.976
HAT-P-51,1,0.995,0.961
HAT-P-51,1,1.041,0.976
HAT-P-52,1,0.893,0.887
HAT-P-52,1,0.893,0.887
HAT-P-52,1,0.893,0.887
HAT-P-52,1,0.856613,0.84
HAT-P-52,1,0.86,NA
HAT-P-52,1,0.893,0.887
HAT-P-52,1,NA,NA
HAT-P-53,1,1.209,1.093
HAT-P-53,1,1.209,1.093
HAT-P-53,1,1.209,1.093
HAT-P-53,1,1.209,1.093
HAT-P-53,1,1.09703,NA
HAT-P-53,1,NA,NA
HAT-P-54,1,0.759375,NA
HAT-P-54,1,0.64,NA
HAT-P-54,1,0.617,0.645
HAT-P-54,1,NA,NA
HAT-P-54,1,0.68,NA
HAT-P-54,1,0.617,0.645
HAT-P-54,1,0.617,0.645
HAT-P-54,1,0.617,0.645
HAT-P-54,1,0.693,NA
HAT-P-54,1,NA,NA
HAT-P-55,1,1.011,1.013
HAT-P-55,1,1.105,1.028
HAT-P-55,1,1.011,1.013
HAT-P-55,1,1.011,1.013
HAT-P-55,1,1.011,1.013
HAT-P-55,1,1.011,1.013
HAT-P-55,1,1.06725,NA
HAT-P-55,1,NA,NA
HAT-P-56,1,1.47,1.42
HAT-P-56,1,1.428,1.296
HAT-P-56,1,1.428,1.296
HAT-P-56,1,NA,NA
HAT-P-56,1,1.439,NA
HAT-P-56,1,NA,NA
HAT-P-56,1,1.88,1.53
HAT-P-56,1,1.428,1.296
HAT-P-56,1,1.4707,NA
HAT-P-56,1,1.8,NA
HAT-P-56,1,1.428,1.296
HAT-P-57,1,1.5,1.47
HAT-P-57,1,1.85,2.77
HAT-P-57,1,1.5,1.47
HAT-P-57,1,1.51554,NA
HAT-P-57,1,1.5,1.47
HAT-P-58,1,NA,NA
HAT-P-58,1,1.53,1.031
HAT-P-58,1,1.53012,NA
HAT-P-59,1,1.15614,NA
HAT-P-59,1,NA,NA
HAT-P-59,1,1.1038,1.008
HAT-P-59,1,1.1038,1.008
HAT-P-6,1,NA,1.29
HAT-P-6,1,1.62,1.79
HAT-P-6,1,1.57,NA
HAT-P-6,1,1.46,1.29
HAT-P-6,1,1.46,1.29
HAT-P-6,1,1.518,1.295
HAT-P-6,1,NA,NA
HAT-P-6,1,1.463,1.29
HAT-P-6,1,1.46,1.29
HAT-P-6,1,NA,NA
HAT-P-6,1,1.46,1.29
HAT-P-60,1,2.197,1.435
HAT-P-60,1,2.18,NA
HAT-P-60,1,NA,NA
HAT-P-60,1,NA,NA
HAT-P-61,1,0.938,1.004
HAT-P-61,1,1.02592,NA
HAT-P-62,1,1.2406,NA
HAT-P-62,1,1.17,1.023
HAT-P-62,1,1.17,1.023
HAT-P-63,1,1.0408,NA
HAT-P-63,1,0.9661,0.925
HAT-P-64,1,1.75,NA
HAT-P-64,1,NA,NA
HAT-P-64,1,1.735,1.298
HAT-P-65,1,1.666,1.297
HAT-P-65,1,1.86,1.212
HAT-P-65,1,1.86,1.212
HAT-P-65,1,1.86,1.212
HAT-P-65,1,1.66978,NA
HAT-P-66,1,1.881,1.255
HAT-P-66,1,1.881,1.255
HAT-P-66,1,NA,NA
HAT-P-66,1,1.95,NA
HAT-P-66,1,1.881,1.255
HAT-P-67,1,2.546,1.642
HAT-P-67,1,2.65,NA
HAT-P-67,1,NA,NA
HAT-P-67,1,2.62,1.73
HAT-P-67,1,2.546,1.642
HAT-P-68,1,0.794584,NA
HAT-P-68,1,0.6701,0.6785
HAT-P-68,1,0.6701,0.6785
HAT-P-69,1,1.926,1.648
HAT-P-69,1,1.926,1.648
HAT-P-69,1,NA,NA
HAT-P-69,1,1.926,1.648
HAT-P-69,1,1.91,NA
HAT-P-7,1,1.99,1.35
HAT-P-7,1,1.99,NA
HAT-P-7,1,1.84,1.47
HAT-P-7,1,NA,NA
HAT-P-7,1,1.99356,1.347
HAT-P-7,1,1.955,1.511
HAT-P-7,1,1.84,1.47
HAT-P-7,1,1.84,1.47
HAT-P-7,1,2,1.56
HAT-P-7,1,1.991,NA
HAT-P-7,1,NA,NA
HAT-P-7,1,2,1.51
HAT-P-7,1,NA,1.361
HAT-P-7,1,1.96,1.47
HAT-P-7,1,1.99356,1.347
HAT-P-7,1,2,1.51
HAT-P-7,1,2.71,1.66
HAT-P-7,1,1.991,1.52
HAT-P-7,1,1.991,1.52
HAT-P-7,1,1.991,1.52
HAT-P-7,1,1.952,1.449
HAT-P-7,1,1.99356,1.347
HAT-P-7,1,1.84,1.47
HAT-P-7,1,1.973,1.515
HAT-P-70,1,NA,NA
HAT-P-70,1,1.858,1.89
HAT-P-70,1,1.858,1.89
HAT-P-70,1,1.97,NA
HAT-P-70,1,1.858,1.89
HAT-P-8,1,NA,NA
HAT-P-8,1,NA,1.192
HAT-P-8,1,1.58,1.28
HAT-P-8,1,1.58,1.28
HAT-P-8,1,1.58,1.28
HAT-P-8,1,1.4311,NA
HAT-P-8,1,1.58,1.28
HAT-P-8,1,1.475,1.192
HAT-P-8,1,NA,NA
HAT-P-8,1,1.57,1.27
HAT-P-9,1,1.338,1.281
HAT-P-9,1,1.3,NA
HAT-P-9,1,1.338,1.281
HAT-P-9,1,1.32,1.28
HAT-P-9,1,1.339,1.28
HAT-P-9,1,NA,1.28
HAT-P-9,1,1.32,1.28
HAT-P-9,1,1.32,1.28
HAT-P-9,1,1.32,1.28
HAT-P-9,1,NA,NA
HATS-1,1,1.038,0.986
HATS-1,1,0.913091,NA
HATS-1,1,NA,NA
HATS-1,1,1.038,0.986
HATS-1,1,1.038,0.986
HATS-1,1,1.038,0.986
HATS-10,1,1.105,1.101
HATS-10,1,1.105,1.101
HATS-10,1,1.105,1.101
HATS-10,1,1.23194,NA
HATS-11,1,0.89,NA
HATS-11,1,1.444,1
HATS-11,1,1.54,1.33
